"movie_id","vote_average","votes_count"
"1256","6.625","8"
"1257","5.8888897896","9"
"1259","6.2857098579","7"
"1262","7.5","6"
"1263","6","2"
"1264","6","2"
"1265","6.222219944","9"
"1266","6","5"
"1267","5.6666698456","6"
"1268","6.1666698456","6"
"1269","7.125","8"
"1271","7.1346201897","52"
"1272","6.3684201241","19"
"1273","5.5","14"
"1277","5.75","4"
"1278","6.9166665077","12"
"1279","6.4000000954","10"
"1280","6.7618999481","21"
"1281","6.4000000954","10"
"1282","6.5999999046","10"
"1283","5.8571400642","7"
"1284","5.5","2"
"1285","5","1"
"1289","10","1"
"1291","7","2"
"1294","6.7272701263","11"
"1296","10","1"
"1333","9","1"
"1356","6","1"
"1358","6","3"
"1359","6.4117646217","17"
"1360","6","10"
"1361","6.3333301544","3"
"1362","6.25","4"
"1363","6.3636398315","11"
"1364","6.3214287758","28"
"1365","7.25","4"
"1366","7","23"
"1367","6.5333299637","15"
"1368","6.608695507","23"
"1369","6.0833334923","24"
"1370","5.7916665077","24"
"1371","5.0999999046","10"
"1372","6.5185184479","27"
"1373","6.2857098579","7"
"1374","5.6470599174","17"
"1375","4.75","8"
"1376","6.6666698456","15"
"1377","6.444439888","9"
"1378","6.4545497894","11"
"1379","7.2857098579","14"
"1380","6.5","2"
"1381","6.3181819916","22"
"1382","6.8333301544","12"
"1386","6.5","4"
"1387","6.5","14"
"1388","6.4285697937","14"
"1389","5.8888888359","9"
"1390","6.6999998093","20"
"1391","6.4000000954","15"
"1392","6.4090900421","22"
"1393","8.6666698456","3"
"1394","8","1"
"1396","7.1999998093","10"
"1397","8","1"
"1398","7","11"
"1402","6.7777776718","18"
"1403","6.5999999046","10"
"1404","6.5500001907","20"
"1405","6.6666698456","9"
"1406","6.6666665077","3"
"1407","7.0588235855","17"
"1408","5","6"
"1410","6.5999999046","5"
"1411","7.25","4"
"1412","6.7857098579","14"
"1413","7.8000001907","5"
"1414","6.5999999046","25"
